,id,price,address,city,state,zipcode,type,beds,baths,sqft,latitude,longitude,url,broker
0,2061851447,5500000,8601 S Albion Basin Rd,Sandy,UT,84092,SINGLE_FAMILY,6.0,5.0,6408.0,40.593044,-111.624115,https://www.zillow.com/homedetails/8601-S-Albion-Basin-Rd-Sandy-UT-84092/2061851447_zpid/,KW Keller Williams
2,12932669,4499000,9740 E Bypass Rd #26,Alta,UT,84092,TOWNHOUSE,4.0,5.0,3600.0,40.586254,-111.64961,https://www.zillow.com/homedetails/9740-E-Bypass-Rd-26-Alta-UT-84092/12932669_zpid/,BHHS Utah Properties
4,67699513,379900,14078 S Julien Cv,Bluffdale,UT,84065,TOWNHOUSE,3.0,3.0,1475.0,40.495575,-111.93388,https://www.zillow.com/homedetails/14078-S-Julien-Cv-Bluffdale-UT-84065/67699513_zpid/,Century 21 Everest
5,251207242,575000,15134 S White Hart Ln,Bluffdale,UT,84065,SINGLE_FAMILY,3.0,3.0,2977.0,40.476547,-111.90774,https://www.zillow.com/homedetails/15134-S-White-Hart-Ln-Bluffdale-UT-84065/251207242_zpid/,Summit Sotheby Realty
6,122071285,585000,789 W Star Spangled Dr,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,4.0,2671.0,40.478275,-111.913345,https://www.zillow.com/homedetails/789-W-Star-Spangled-Dr-Bluffdale-UT-84065/122071285_zpid/,Jupidoor LLC
7,65725937,338000,14066 S Almaden Cv,Bluffdale,UT,84065,CONDO,3.0,2.0,1249.0,40.495888,-111.93234,https://www.zillow.com/homedetails/14066-S-Almaden-Cv-Bluffdale-UT-84065/65725937_zpid/,Century 21 Everest
8,12936220,825000,15159 S Mountainside Dr,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,2.0,3234.0,40.475822,-111.95176,https://www.zillow.com/homedetails/15159-S-Mountainside-Dr-Bluffdale-UT-84065/12936220_zpid/,Engel & Volkers
9,122071667,679000,15214 S Rocket Dr,Bluffdale,UT,84065,SINGLE_FAMILY,6.0,4.0,3187.0,40.47505,-111.91697,https://www.zillow.com/homedetails/15214-S-Rocket-Dr-Bluffdale-UT-84065/122071667_zpid/,"Top Equity Realty, LLC"
10,248856880,449000,1064 W Narrows Ln,Riverton,UT,84065,TOWNHOUSE,3.0,3.0,2168.0,40.48171,-111.92216,https://www.zillow.com/homedetails/1064-W-Narrows-Ln-Riverton-UT-84065/248856880_zpid/,"Sky Realty Company, LLC"
11,2060688234,500000,15076 S Halter Way,Riverton,UT,84065,TOWNHOUSE,3.0,3.0,2492.0,40.47734,-111.9262,https://www.zillow.com/homedetails/15076-S-Halter-Way-Riverton-UT-84065/2060688234_zpid/,KW Keller Williams
12,97755602,829999,1585 W Secretariat Dr,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,4.0,4500.0,40.472164,-111.935814,https://www.zillow.com/homedetails/1585-W-Secretariat-Dr-Bluffdale-UT-84065/97755602_zpid/,PRIME RESIDENTIAL BROKERS
13,251210998,599000,971 W McKenna Rd,Bluffdale,UT,84065,SINGLE_FAMILY,3.0,3.0,3046.0,40.479557,-111.919174,https://www.zillow.com/homedetails/971-W-McKenna-Rd-Bluffdale-UT-84065/251210998_zpid/,RE/MAX Associates
14,248854881,830000,15128 S Inverleith Cv,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,4.0,3634.0,40.476704,-111.909454,https://www.zillow.com/homedetails/15128-S-Inverleith-Cv-Bluffdale-UT-84065/248854881_zpid/,Century 21 Everest
15,337868708,510000,16096 S Truss Dr,Bluffdale,UT,84065,TOWNHOUSE,3.0,3.0,2331.0,40.45877,-111.937675,https://www.zillow.com/homedetails/16096-S-Truss-Dr-Bluffdale-UT-84065/337868708_zpid/,"North Realty, LLC"
16,337867745,450000,15497 S Aqua Mountain Ln,Bluffdale,UT,84065,TOWNHOUSE,3.0,3.0,1956.0,40.469906,-111.91999,https://www.zillow.com/homedetails/15497-S-Aqua-Mountain-Ln-Bluffdale-UT-84065/337867745_zpid/,Selling Utah Real Estate
17,2060685600,448990,15133 S Halter Way #671,Riverton,UT,84065,TOWNHOUSE,4.0,4.0,2086.0,40.476505,-111.92635,https://www.zillow.com/homedetails/15133-S-Halter-Way-671-Riverton-UT-84065/2060685600_zpid/,Woodside Homes of Utah LLC
18,97766211,1115000,951 W Grizzly Wulff Dr,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,3.0,4658.0,40.49496,-111.917564,https://www.zillow.com/homedetails/951-W-Grizzly-Wulff-Dr-Bluffdale-UT-84065/97766211_zpid/,"Real Estate Exchange, Inc."
19,2060740916,490000,1134 W Early Light Way,Riverton,UT,84065,TOWNHOUSE,3.0,3.0,2709.0,40.468594,-111.92412,https://www.zillow.com/homedetails/1134-W-Early-Light-Way-Riverton-UT-84065/2060740916_zpid/,EXP Realty
20,248856243,599000,15197 S Brave Dr,Bluffdale,UT,84065,SINGLE_FAMILY,3.0,2.0,3141.0,40.475285,-111.915504,https://www.zillow.com/homedetails/15197-S-Brave-Dr-Bluffdale-UT-84065/248856243_zpid/,Stratus Real Estate Solutions
21,72627630,1999000,2618 W 15250 S,Bluffdale,UT,84065,SINGLE_FAMILY,7.0,6.0,5986.0,40.474426,-111.95591,https://www.zillow.com/homedetails/2618-W-15250-S-Bluffdale-UT-84065/72627630_zpid/,"Top Equity Realty, LLC"
22,12935628,955000,2583 W 14400 S,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,3.0,4190.0,40.48935,-111.95504,https://www.zillow.com/homedetails/2583-W-14400-S-Bluffdale-UT-84065/12935628_zpid/,Equity Real Estate
23,333163290,420000,1048 W Azul Meadows Way,Bluffdale,UT,84065,TOWNHOUSE,2.0,2.0,1811.0,40.470146,-111.92172,https://www.zillow.com/homedetails/1048-W-Azul-Meadows-Way-Bluffdale-UT-84065/333163290_zpid/,ERA Brokers
24,12935302,999950,13977 S White Tail Cv,Bluffdale,UT,84065,SINGLE_FAMILY,5.0,4.0,4348.0,40.49742,-111.9823,https://www.zillow.com/homedetails/13977-S-White-Tail-Cv-Bluffdale-UT-84065/12935302_zpid/,Real Broker
25,248856078,454000,1099 W Emerald Pools Ln,Bluffdale,UT,84065,TOWNHOUSE,3.0,2.0,2101.0,40.47996,-111.923225,https://www.zillow.com/homedetails/1099-W-Emerald-Pools-Ln-Bluffdale-UT-84065/248856078_zpid/,Century 21 Everest
26,145683183,449900,14743 S Nob Ln,Bluffdale,UT,84065,TOWNHOUSE,3.0,3.0,2480.0,40.483604,-111.90755,https://www.zillow.com/homedetails/14743-S-Nob-Ln-Bluffdale-UT-84065/145683183_zpid/,Century 21 Everest
28,2061991709,721950,"Longleaf Plan, Sage Estates",Riverton,UT,84065,SINGLE_FAMILY,4.0,3.0,3555.0,40.49446,-111.93303,https://www.zillow.com/community/sage-estates/2061991709_zpid/,
29,61173120,1900000,13977 S 2055 W,Riverton,UT,84065,SINGLE_FAMILY,5.0,4.0,3674.0,40.49732,-111.945335,https://www.zillow.com/homedetails/13977-S-2055-W-Riverton-UT-84065/61173120_zpid/,Mountain Luxury Real Estate
30,304889022,2300000,2128 W Aspen Ave,Riverton,UT,84065,SINGLE_FAMILY,5.0,6.0,6793.0,40.482616,-111.94707,https://www.zillow.com/homedetails/2128-W-Aspen-Ave-Riverton-UT-84065/304889022_zpid/,Berkshire Hathaway HomeServices
31,2061991706,729950,"Uinta Plan, Sage Estates",Riverton,UT,84065,SINGLE_FAMILY,3.0,3.0,4887.0,40.49446,-111.93303,https://www.zillow.com/community/sage-estates/2061991706_zpid/,
32,248856045,498000,1044 W Painted Horse Ln,Bluffdale,UT,84065,TOWNHOUSE,4.0,4.0,2052.0,40.48238,-111.9215,https://www.zillow.com/homedetails/1044-W-Painted-Horse-Ln-Bluffdale-UT-84065/248856045_zpid/,Equity Real Estate
33,2067035361,885000,14617 S King Quail Way #5,Riverton,UT,84065,SINGLE_FAMILY,4.0,3.0,3494.0,40.485737,-111.9404,https://www.zillow.com/homedetails/14617-S-King-Quail-Way-5-Riverton-UT-84065/2067035361_zpid/,Equity Real Estate
34,2061991707,741950,"Cypress Plan, Sage Estates",Riverton,UT,84065,SINGLE_FAMILY,5.0,3.0,3997.0,40.49446,-111.93303,https://www.zillow.com/community/sage-estates/2061991707_zpid/,
35,2066624773,474990,"Buckingham Plan, Regency at Day Ranch",Riverton,UT,84065,TOWNHOUSE,3.0,3.0,1914.0,40.476334,-111.92649,https://www.zillow.com/community/regency-at-day-ranch/2066624773_zpid/,
36,2066624789,503990,"Hillsborough Plan, Regency at Day Ranch",Riverton,UT,84065,TOWNHOUSE,3.0,3.0,2086.0,40.476334,-111.92649,https://www.zillow.com/community/regency-at-day-ranch/2066624789_zpid/,
37,2066624921,531990,"Washington Plan, Legacy at Day Ranch",Riverton,UT,84065,TOWNHOUSE,4.0,3.0,2109.0,40.476444,-111.92682,https://www.zillow.com/community/legacy-at-day-ranch/2066624921_zpid/,
39,2066624919,483990,"Mckinley Plan, Legacy at Day Ranch",Riverton,UT,84065,TOWNHOUSE,3.0,3.0,1630.0,40.476444,-111.92682,https://www.zillow.com/community/legacy-at-day-ranch/2066624919_zpid/,
40,2061759295,499990,15099 S Reins Way W #697,Riverton,UT,84065,TOWNHOUSE,4.0,3.0,2692.0,40.47676,-111.925156,https://www.zillow.com/homedetails/15099-S-Reins-Way-W-697-Riverton-UT-84065/2061759295_zpid/,Woodside Homes of Utah LLC
42,2061991708,775950,"Maple Plan, Sage Estates",Riverton,UT,84065,SINGLE_FAMILY,4.0,3.0,4266.0,40.49446,-111.93303,https://www.zillow.com/community/sage-estates/2061991708_zpid/,
43,2066624776,479990,"Birkhall Plan, Regency at Day Ranch",Riverton,UT,84065,TOWNHOUSE,2.0,3.0,1768.0,40.476334,-111.92649,https://www.zillow.com/community/regency-at-day-ranch/2066624776_zpid/,
44,2066624923,483990,"Jefferson Plan, Legacy at Day Ranch",Riverton,UT,84065,TOWNHOUSE,3.0,3.0,1579.0,40.476444,-111.92682,https://www.zillow.com/community/legacy-at-day-ranch/2066624923_zpid/,
45,2066624920,483990,"Madison Plan, Legacy at Day Ranch",Riverton,UT,84065,TOWNHOUSE,3.0,3.0,1611.0,40.476444,-111.92682,https://www.zillow.com/community/legacy-at-day-ranch/2066624920_zpid/,
46,2066624783,505990,"Kensington Plan, Regency at Day Ranch",Riverton,UT,84065,TOWNHOUSE,3.0,3.0,2120.0,40.476334,-111.92649,https://www.zillow.com/community/regency-at-day-ranch/2066624783_zpid/,
47,248856162,520000,664 W Koins Way,Bluffdale,UT,84065,TOWNHOUSE,4.0,3.0,2155.0,40.48285,-111.90951,https://www.zillow.com/homedetails/664-W-Koins-Way-Bluffdale-UT-84065/248856162_zpid/,Intermountain Properties
48,2066624915,465990,"Buchanan Plan, Legacy at Day Ranch",Riverton,UT,84065,TOWNHOUSE,2.0,3.0,1466.0,40.476444,-111.92682,https://www.zillow.com/community/legacy-at-day-ranch/2066624915_zpid/,
50,12887482,509000,8188 S Scandia Way,Sandy,UT,84093,TOWNHOUSE,3.0,4.0,1917.0,40.60226,-111.80719,https://www.zillow.com/homedetails/8188-S-Scandia-Way-Sandy-UT-84093/12887482_zpid/,Equity Real Estate
51,2060693374,719000,2476 Cardinal Way,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,3272.0,40.618732,-111.82005,https://www.zillow.com/homedetails/2476-Cardinal-Way-Salt-Lake-City-UT-84121/2060693374_zpid/,Realtypath LLC
52,12871434,549000,1837 E Brookhill Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,3.0,2.0,2316.0,40.62811,-111.83984,https://www.zillow.com/homedetails/1837-E-Brookhill-Dr-Salt-Lake-City-UT-84121/12871434_zpid/,OnLine Realty
53,12872286,599900,2065 E Bo Mar Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,3.0,2.0,1144.0,40.629105,-111.83218,https://www.zillow.com/homedetails/2065-E-Bo-Mar-Dr-Salt-Lake-City-UT-84121/12872286_zpid/,Windermere Real Estate
54,12876137,650000,7335 S Bainbridge Cir,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2623.0,40.61787,-111.83137,https://www.zillow.com/homedetails/7335-S-Bainbridge-Cir-Salt-Lake-City-UT-84121/12876137_zpid/,KW Keller Williams
56,119980802,1499990,7431 S Lost Canyon Cir,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,6.0,7014.0,40.61608,-111.78693,https://www.zillow.com/homedetails/7431-S-Lost-Canyon-Cir-Salt-Lake-City-UT-84121/119980802_zpid/,Coldwell Banker Realty
57,12874720,625000,7093 S Watermill Cir,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2060.0,40.62242,-111.80223,https://www.zillow.com/homedetails/7093-S-Watermill-Cir-Salt-Lake-City-UT-84121/12874720_zpid/,Align Complete Real Estate Services LLC
58,142009640,2299000,3252 E Scottish Dr,Sandy,UT,84093,SINGLE_FAMILY,5.0,6.0,4587.0,40.597233,-111.8019,https://www.zillow.com/homedetails/3252-E-Scottish-Dr-Sandy-UT-84093/142009640_zpid/,Masters Utah Real Estate
59,2061159503,1357690,8784 S Russell Park Rd,Salt Lake City,UT,84121,SINGLE_FAMILY,6.0,4.0,4056.0,40.59156,-111.79809,https://www.zillow.com/homedetails/8784-S-Russell-Park-Rd-Salt-Lake-City-UT-84121/2061159503_zpid/,Equity Real Estate
60,12874292,549000,7026 S 2955 E,Salt Lake City,UT,84121,SINGLE_FAMILY,3.0,3.0,1236.0,40.623474,-111.809555,https://www.zillow.com/homedetails/7026-S-2955-E-Salt-Lake-City-UT-84121/12874292_zpid/,Realtypath LLC
61,2061180354,524900,1446 E Blue Grass Cir,Salt Lake City,UT,84121,SINGLE_FAMILY,3.0,3.0,1943.0,40.627106,-111.85075,https://www.zillow.com/homedetails/1446-E-Blue-Grass-Cir-Salt-Lake-City-UT-84121/2061180354_zpid/,Century 21 Everest
62,12875144,600000,2805 E Bridgewater Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2268.0,40.614235,-111.81283,https://www.zillow.com/homedetails/2805-E-Bridgewater-Dr-Salt-Lake-City-UT-84121/12875144_zpid/,Hinge Real Estate
63,12873687,2000000,7345 S Winesap Cir,Salt Lake City,UT,84121,SINGLE_FAMILY,6.0,6.0,6020.0,40.617332,-111.79255,https://www.zillow.com/homedetails/7345-S-Winesap-Cir-Salt-Lake-City-UT-84121/12873687_zpid/,Equity Real Estate
64,12875971,649900,2264 E 7110 S,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,2.0,1791.0,40.621716,-111.82596,https://www.zillow.com/homedetails/2264-E-7110-S-Salt-Lake-City-UT-84121/12875971_zpid/,Signature Real Estate
65,12872679,697500,6759 S 2445 E,Salt Lake City,UT,84121,SINGLE_FAMILY,6.0,3.0,3166.0,40.62828,-111.82117,https://www.zillow.com/homedetails/6759-S-2445-E-Salt-Lake-City-UT-84121/12872679_zpid/,Windermere Real Estate
66,2061155044,710000,7319 S Nutree Dr E,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2591.0,40.61811,-111.80359,https://www.zillow.com/homedetails/7319-S-Nutree-Dr-E-Salt-Lake-City-UT-84121/2061155044_zpid/,KW Keller Williams
67,12888294,920000,8469 S Top Of The World Dr,Cottonwood Heights,UT,84121,SINGLE_FAMILY,4.0,2.0,2730.0,40.59725,-111.79159,https://www.zillow.com/homedetails/8469-S-Top-Of-The-World-Dr-Cottonwood-Heights-UT-84121/12888294_zpid/,"Valley Real Estate, LC"
68,251211323,1089000,9183 S Galette Ln,Sandy,UT,84093,SINGLE_FAMILY,4.0,3.0,3249.0,40.58451,-111.79745,https://www.zillow.com/homedetails/9183-S-Galette-Ln-Sandy-UT-84093/251211323_zpid/,Fathom Realty
69,12876453,775000,2670 E Cavalier Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,3.0,3212.0,40.62118,-111.815926,https://www.zillow.com/homedetails/2670-E-Cavalier-Dr-Salt-Lake-City-UT-84121/12876453_zpid/,Coldwell Banker Realty
70,55442662,4500000,7895 S Caballero Dr,Sandy,UT,84093,SINGLE_FAMILY,5.0,7.0,7058.0,40.60794,-111.84045,https://www.zillow.com/homedetails/7895-S-Caballero-Dr-Sandy-UT-84093/55442662_zpid/,Summit Sotheby Realty
71,2061619009,1550000,7629 Quicksilver Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,6.0,5.0,5566.0,40.612434,-111.78798,https://www.zillow.com/homedetails/7629-Quicksilver-Dr-Salt-Lake-City-UT-84121/2061619009_zpid/,"Ulrich REALTORS, Inc."
72,12875466,849000,7740 S Silver Lake Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,4.0,3668.0,40.61054,-111.80631,https://www.zillow.com/homedetails/7740-S-Silver-Lake-Dr-Salt-Lake-City-UT-84121/12875466_zpid/,Century 21 Everest
73,12876848,570000,7475 S 2135 E,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,2.0,1854.0,40.61527,-111.82973,https://www.zillow.com/homedetails/7475-S-2135-E-Salt-Lake-City-UT-84121/12876848_zpid/,Realty ONE Group
74,12877618,699900,7150 S Chris Ln,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,3.0,3091.0,40.621223,-111.84234,https://www.zillow.com/homedetails/7150-S-Chris-Ln-Salt-Lake-City-UT-84121/12877618_zpid/,RE/MAX Associates
75,83828770,550000,7565 S 2160 E,Salt Lake City,UT,84121,MULTI_FAMILY,4.0,3.0,1934.0,40.61379,-111.82894,https://www.zillow.com/homedetails/7565-S-2160-E-Salt-Lake-City-UT-84121/83828770_zpid/,Berkshire Hathaway HomeServices
76,12871357,599900,6943 S 1620 E,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2549.0,40.62507,-111.845505,https://www.zillow.com/homedetails/6943-S-1620-E-Salt-Lake-City-UT-84121/12871357_zpid/,Buy Utah Homes Realty PC
77,80130768,849000,8403 S Kings Cove Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,3.0,3181.0,40.59845,-111.79518,https://www.zillow.com/homedetails/8403-S-Kings-Cove-Dr-Salt-Lake-City-UT-84121/80130768_zpid/,Century 21 Everest
78,12871200,699000,1563 E 6670 S,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2698.0,40.6303,-111.84746,https://www.zillow.com/homedetails/1563-E-6670-S-Salt-Lake-City-UT-84121/12871200_zpid/,Jordan Real Estate LLC
79,52836788,749999,6506 S Guntherwoods Ln,Cottonwood Heights,UT,84121,SINGLE_FAMILY,4.0,3.0,2325.0,40.6329,-111.82089,https://www.zillow.com/homedetails/6506-S-Guntherwoods-Ln-Cottonwood-Heights-UT-84121/52836788_zpid/,RANLife Real Estate Inc
80,12878166,1695000,1636 E Langdale Cir,Sandy,UT,84093,SINGLE_FAMILY,6.0,5.0,6396.0,40.60993,-111.84504,https://www.zillow.com/homedetails/1636-E-Langdale-Cir-Sandy-UT-84093/12878166_zpid/,Unity Group Real Estate
81,12877764,649900,1937 E 7130 S,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2890.0,40.62193,-111.83611,https://www.zillow.com/homedetails/1937-E-7130-S-Salt-Lake-City-UT-84121/12877764_zpid/,The Sundial Group
82,12876455,825000,7173 S Cavalier Cir,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,3.0,3340.0,40.620895,-111.81605,https://www.zillow.com/homedetails/7173-S-Cavalier-Cir-Salt-Lake-City-UT-84121/12876455_zpid/,Harvest Park Group Inc.
83,2081084396,415000,1230 E Privet Dr UNIT 4-209,Salt Lake City,UT,84121,CONDO,3.0,2.0,1387.0,40.628418,-111.85648,https://www.zillow.com/homedetails/1230-E-Privet-Dr-UNIT-4-209-Salt-Lake-City-UT-84121/2081084396_zpid/,Inventa Realty
84,52391128,925000,3209 E Lantern Hill Ct,Sandy,UT,84093,SINGLE_FAMILY,4.0,3.0,3209.0,40.59794,-111.80301,https://www.zillow.com/homedetails/3209-E-Lantern-Hill-Ct-Sandy-UT-84093/52391128_zpid/,Summit Sotheby Realty
85,12875692,825000,7698 S Mountain Estates Dr,Cottonwood Heights,UT,84121,SINGLE_FAMILY,5.0,3.0,3384.0,40.61122,-111.799644,https://www.zillow.com/homedetails/7698-S-Mountain-Estates-Dr-Cottonwood-Heights-UT-84121/12875692_zpid/,Fathom Realty
86,251207552,1700000,8142 S Newbury Grove Ln,Cottonwood Heights,UT,84093,SINGLE_FAMILY,4.0,5.0,5161.0,40.60321,-111.820366,https://www.zillow.com/homedetails/8142-S-Newbury-Grove-Ln-Cottonwood-Heights-UT-84093/251207552_zpid/,"Primed Real Estate, LLC"
87,12876238,750000,2278 E Tompkins Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,3.0,4322.0,40.619144,-111.825485,https://www.zillow.com/homedetails/2278-E-Tompkins-Dr-Salt-Lake-City-UT-84121/12876238_zpid/,Signature Real Estate
88,12873303,795000,2941 E Manorview Ct,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,4.0,4598.0,40.627438,-111.80948,https://www.zillow.com/homedetails/2941-E-Manorview-Ct-Salt-Lake-City-UT-84121/12873303_zpid/,"The Group Real Estate, LLC"
89,2060873641,1299999,3513 E Danish Rd,Salt Lake City,UT,84121,SINGLE_FAMILY,5.0,4.0,4166.0,40.58991,-111.795876,https://www.zillow.com/homedetails/3513-E-Danish-Rd-Salt-Lake-City-UT-84121/2060873641_zpid/,Padgett Properties
90,12873393,539000,6959 S Twin Aspen Cv,Salt Lake City,UT,84121,TOWNHOUSE,3.0,2.0,2256.0,40.6247,-111.809135,https://www.zillow.com/homedetails/6959-S-Twin-Aspen-Cv-Salt-Lake-City-UT-84121/12873393_zpid/,Equity Real Estate
91,2061455319,1699000,3465 E Magic Hills Cir S,Salt Lake City,UT,84121,SINGLE_FAMILY,7.0,5.0,6191.0,40.616543,-111.79662,https://www.zillow.com/homedetails/3465-E-Magic-Hills-Cir-S-Salt-Lake-City-UT-84121/2061455319_zpid/,Equity Real Estate
92,72626938,1199000,8160 S Wasatch Haven Ct,Salt Lake City,UT,84121,SINGLE_FAMILY,6.0,4.0,5160.0,40.60299,-111.79676,https://www.zillow.com/homedetails/8160-S-Wasatch-Haven-Ct-Salt-Lake-City-UT-84121/72626938_zpid/,Real Broker
93,12873507,2200000,3271 E Walker Oaks Ct,Salt Lake City,UT,84121,SINGLE_FAMILY,7.0,5.0,7005.0,40.62755,-111.80148,https://www.zillow.com/homedetails/3271-E-Walker-Oaks-Ct-Salt-Lake-City-UT-84121/12873507_zpid/,"Invest In Utah, Inc."
94,122332507,839900,3291 E Bengal Blvd,Cottonwood Heights,UT,84121,MULTI_FAMILY,3.0,4.0,3090.0,40.609665,-111.801414,https://www.zillow.com/homedetails/3291-E-Bengal-Blvd-Cottonwood-Heights-UT-84121/122332507_zpid/,Masters Utah Real Estate
95,12886043,1499000,8037 S Royal Ln,Sandy,UT,84093,SINGLE_FAMILY,5.0,6.0,6892.0,40.605335,-111.82059,https://www.zillow.com/homedetails/8037-S-Royal-Ln-Sandy-UT-84093/12886043_zpid/,Dynasty Point LLC
97,12873655,760000,7231 S Pippin Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,3.0,2.0,1698.0,40.619755,-111.7941,https://www.zillow.com/homedetails/7231-S-Pippin-Dr-Salt-Lake-City-UT-84121/12873655_zpid/,Utah Key Real Estate
98,12886107,829000,2566 E Tuxedo Cir,Sandy,UT,84093,SINGLE_FAMILY,4.0,3.0,2600.0,40.603886,-111.81832,https://www.zillow.com/homedetails/2566-E-Tuxedo-Cir-Sandy-UT-84093/12886107_zpid/,Coldwell Banker Realty
100,12876242,999900,7288 S 2300 E,Cottonwood Heights,UT,84121,MULTI_FAMILY,3.0,2.0,3406.0,40.61875,-111.825096,https://www.zillow.com/homedetails/7288-S-2300-E-Cottonwood-Heights-UT-84121/12876242_zpid/,Coldwell Banker Realty
101,12876224,850000,2250 E Somerset Dr,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,5.0,5410.0,40.61852,-111.826416,https://www.zillow.com/homedetails/2250-E-Somerset-Dr-Salt-Lake-City-UT-84121/12876224_zpid/,Equity Real Estate
102,12877822,675000,1726 E 7200 S,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,3139.0,40.620003,-111.84297,https://www.zillow.com/homedetails/1726-E-7200-S-Salt-Lake-City-UT-84121/12877822_zpid/,Berkshire Hathaway HomeServices
103,2061027538,1480800,9278 S San Giorgio Ln #339,Sandy,UT,84093,SINGLE_FAMILY,5.0,5.0,4597.0,40.582813,-111.79792,https://www.zillow.com/homedetails/9278-S-San-Giorgio-Ln-339-Sandy-UT-84093/2061027538_zpid/,Regal Homes Realty
104,111701969,779000,6531 S 2300 E,Cottonwood Heights,UT,84121,TOWNHOUSE,5.0,3.0,2856.0,40.632435,-111.82448,https://www.zillow.com/homedetails/6531-S-2300-E-Cottonwood-Heights-UT-84121/111701969_zpid/,Pride and Property Realty
106,2062351279,1376400,3385 E Monet Ln #321,Sandy,UT,84093,SINGLE_FAMILY,5.0,3.0,3588.0,40.58394,-111.79605,https://www.zillow.com/homedetails/3385-E-Monet-Ln-321-Sandy-UT-84093/2062351279_zpid/,Regal Homes Realty
110,12871975,765000,2244 E 6450 S,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,3.0,2250.0,40.633465,-111.82661,https://www.zillow.com/homedetails/2244-E-6450-S-Salt-Lake-City-UT-84121/12871975_zpid/,Better Homes and Gardens Real Estate
111,12871166,577000,1508 E 6670 S,Salt Lake City,UT,84121,SINGLE_FAMILY,4.0,2.0,1800.0,40.629894,-111.84896,https://www.zillow.com/homedetails/1508-E-6670-S-Salt-Lake-City-UT-84121/12871166_zpid/,Intermountain Properties
130,12929122,1100000,12172 S Montane Dr,Draper,UT,84020,SINGLE_FAMILY,6.0,4.0,5167.0,40.528954,-111.83322,https://www.zillow.com/homedetails/12172-S-Montane-Dr-Draper-UT-84020/12929122_zpid/,Realty ONE Group
133,305067481,695000,11772 S Banff Springs Dr,Draper,UT,84020,SINGLE_FAMILY,6.0,4.0,3550.0,40.537563,-111.8753,https://www.zillow.com/homedetails/11772-S-Banff-Springs-Dr-Draper-UT-84020/305067481_zpid/,Century 21 Everest
134,2098675526,525000,1822 E Walnut Grove Dr,Draper,UT,84020,SINGLE_FAMILY,3.0,3.0,2360.0,40.47464,-111.84047,https://www.zillow.com/homedetails/1822-E-Walnut-Grove-Dr-Draper-UT-84020/2098675526_zpid/,Century 21 Everest
135,12930158,699900,12168 S Pond Ridge Dr,Draper,UT,84020,SINGLE_FAMILY,6.0,3.0,3729.0,40.530064,-111.86591,https://www.zillow.com/homedetails/12168-S-Pond-Ridge-Dr-Draper-UT-84020/12930158_zpid/,Cannon & Company
136,89432589,474900,248 E 13800 S UNIT 38,Draper,UT,84020,CONDO,3.0,3.0,2125.0,40.5002,-111.882965,https://www.zillow.com/homedetails/248-E-13800-S-UNIT-38-Draper-UT-84020/89432589_zpid/,MOVE UTAH REAL ESTATE
137,52839473,535000,15132 S Holly Grove Ct,Draper,UT,84020,SINGLE_FAMILY,4.0,4.0,2048.0,40.475903,-111.83923,https://www.zillow.com/homedetails/15132-S-Holly-Grove-Ct-Draper-UT-84020/52839473_zpid/,Signature Real Estate
138,122070406,489900,822 E 12085 S,Draper,UT,84020,TOWNHOUSE,3.0,3.0,2577.0,40.53087,-111.86813,https://www.zillow.com/homedetails/822-E-12085-S-Draper-UT-84020/122070406_zpid/,Windermere Real Estate
